,song,artist,date,explicit,uri,popularity,usuario,links,uri_artista
112,Ghost,Confetti,2019-10-18,True,spotify:track:30uCmqegKQnH5AbOE51gPD,73,Miriam,https://open.spotify.com/track/30uCmqegKQnH5AbOE51gPD,1oyUjl52ohRrCv3EL1UdpM
113,Cyclone (The Village Sessions),Sticky Fingers,2020-06-23,False,spotify:track:53XM8O6sQ4YzCq2jYgXuC6,60,Elisa,https://open.spotify.com/track/53XM8O6sQ4YzCq2jYgXuC6,3ZGr7nQBXDU2WhyXgRVbt0
114,Running Up That Hill (A Deal With God),Kate Bush,1985,False,spotify:track:75FEaRjZTKLhTrFGsfMUXR,83,Belén,https://open.spotify.com/track/75FEaRjZTKLhTrFGsfMUXR,1aSxMhuvixZ8h9dK9jIDwL
115,Another Love,Tom Odell,2013-06-24,True,spotify:track:3JvKfv6T31zO0ini8iNItO,92,Belén,https://open.spotify.com/track/3JvKfv6T31zO0ini8iNItO,2txHhyCwHjUEpJjWrEyqyX
116,A Horse with No Name,"['America', 'George Martin']",1972,False,spotify:track:54eZmuggBFJbV7k248bTTt,75,Jorge,https://open.spotify.com/track/54eZmuggBFJbV7k248bTTt,"['35U9lQaRWSQISxQAB94Meo', '0tcbedGX7n5UHrMhVsGmIU']"
117,American Idiot,Green Day,2004-09-21,True,spotify:track:6nTiIhLmQ3FWhvrGafw2zj,77,Jorge,https://open.spotify.com/track/6nTiIhLmQ3FWhvrGafw2zj,7oPftvlwr6VrsViSDV7fJY
118,Wake Me up When September Ends,Green Day,2004-09-21,False,spotify:track:3ZffCQKLFLUvYM59XKLbVm,76,Jorge,https://open.spotify.com/track/3ZffCQKLFLUvYM59XKLbVm,7oPftvlwr6VrsViSDV7fJY
119,Perfect,Simple Plan,2018-04-06,False,spotify:track:4j3X4KX8rURekAVIFUhI23,68,Jorge,https://open.spotify.com/track/4j3X4KX8rURekAVIFUhI23,2p4FqHnazRucYQHyDCdBrJ
120,Welcome to My Life,Simple Plan,2004-10-26,False,spotify:track:10rChmECwPcvTTj4w07hq4,67,Jorge,https://open.spotify.com/track/10rChmECwPcvTTj4w07hq4,2p4FqHnazRucYQHyDCdBrJ
121,Hasta la Raíz,Natalia Lafourcade,2015-11-13,False,spotify:track:3lGMtkONrZdJ8kTCg6KIFf,78,Paula,https://open.spotify.com/track/3lGMtkONrZdJ8kTCg6KIFf,1hcdI2N1023RvSwLzTtdsp
122,LA DOLCE VITA,"['Fedez', 'Tananai', 'Mara Sattei']",2022-06-03,False,spotify:track:0I0b7uTFfHhBz5bMkSDouF,64,Belén,https://open.spotify.com/track/0I0b7uTFfHhBz5bMkSDouF,"['3pgCLfNbw5ozIfoNsvDU7i', '35V1WomiedCJeGfupcPm7s', '0zoMmzmyi8N8LwzhyXPvtk']"
123,So Lonely,The Police,1978-11-02,False,spotify:track:2wnsBaxrmkthIFAm6vqCuX,65,Elisa,https://open.spotify.com/track/2wnsBaxrmkthIFAm6vqCuX,5NGO30tJxFlKixkPSgXcFE
124,Roxanne,The Police,1978-11-02,False,spotify:track:3EYOJ48Et32uATr9ZmLnAo,77,Elisa,https://open.spotify.com/track/3EYOJ48Et32uATr9ZmLnAo,5NGO30tJxFlKixkPSgXcFE
125,Bloody Samaritan,Ayra Starr,2021-07-31,True,spotify:track:3Keas2doqXf1veo2DOOIdz,59,Belén,https://open.spotify.com/track/3Keas2doqXf1veo2DOOIdz,3ZpEKRjHaHANcpk10u6Ntq
126,Monster,"['LUM!X', 'Gabry Ponte']",2019-04-19,False,spotify:track:0YU17F0BlVXvmx5ytsR43w,70,Miriam,https://open.spotify.com/track/0YU17F0BlVXvmx5ytsR43w,"['0TKFPt9w0AAEnhB9bd0pLy', '5ENS85nZShljwNgg4wFD7D']"
127,Me Voy,Julieta Venegas,2006-05-25,False,spotify:track:100Tm6z29RfHTdUQ6NIs0s,74,Belén,https://open.spotify.com/track/100Tm6z29RfHTdUQ6NIs0s,2QWIScpFDNxmS6ZEMIUvgm
128,One Dance,"['Drake', 'Wizkid', 'Kyla']",2016-05-06,False,spotify:track:1zi7xx7UVEFkmKfv06H8x0,84,Ana S,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0,"['3TVXtAsR1Inumwj472S9r4', '3tVQdUvClmAT7URs9V3rsp', '77DAFfvm3O9zT5dIoG0eIO']"
129,Bennie And The Jets - Remastered 2014,Elton John,1973-10-05,False,spotify:track:5Wj1rJnCLpMHdLaxsFtJLs,72,Paula,https://open.spotify.com/track/5Wj1rJnCLpMHdLaxsFtJLs,3PhoLpVuITZKcymswpck5b
130,God's Plan,Drake,2018-06-29,True,spotify:track:6DCZcSspjsKoFjzjrWoCdn,82,Ana S,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,3TVXtAsR1Inumwj472S9r4
131,Así Bailaba,"['Rigoberta Bandini', 'Amaia']",2022-07-08,False,spotify:track:1hf8CDYdkkcQhthrRL8iy7,51,Belén,https://open.spotify.com/track/1hf8CDYdkkcQhthrRL8iy7,"['7DOERbtkx9aTLvWzZSB0qx', '1WLEfsQjvgtFSGkrHonzFX']"
132,Right Now (Na Na Na),Akon,2008-01-01,False,spotify:track:2VqAEP1yY5T523K7bZtL8a,69,Belén,https://open.spotify.com/track/2VqAEP1yY5T523K7bZtL8a,0z4gvV4rjIZ9wHck67ucSV
133,Sofia,Clairo,2019-08-02,False,spotify:track:7B3z0ySL9Rr0XvZEAjWZzM,78,Sindri,https://open.spotify.com/track/7B3z0ySL9Rr0XvZEAjWZzM,3l0CmX0FuQjFxr8SK7Vqag
134,Too Many Drugs,Rigoberta Bandini,2020-02-28,False,spotify:track:36Ylur9D9t6AMcu6wCs2Bh,49,Belén,https://open.spotify.com/track/36Ylur9D9t6AMcu6wCs2Bh,7DOERbtkx9aTLvWzZSB0qx
135,INDUSTRY BABY (feat. Jack Harlow),"['Lil Nas X', 'Jack Harlow']",2021-09-17,True,spotify:track:5Z9KJZvQzH6PFmb8SNkxuk,79,Miriam,https://open.spotify.com/track/5Z9KJZvQzH6PFmb8SNkxuk,"['7jVv8c5Fj3E9VhNjxT4snq', '2LIk90788K0zvyj2JJVwkJ']"
136,Drown,"['Cuco', 'Clairo']",2018-08-01,True,spotify:track:0r3EjWduZ249mBlXAfcHyL,58,Sindri,https://open.spotify.com/track/0r3EjWduZ249mBlXAfcHyL,"['2Tglaf8nvDzwSQnpSrjLHP', '3l0CmX0FuQjFxr8SK7Vqag']"
137,Bleeding Love,"['VAMERO', 'LIZOT']",2020-12-11,False,spotify:track:1Q39L4T3XptJthNeazSK3I,45,Belén,https://open.spotify.com/track/1Q39L4T3XptJthNeazSK3I,"['74GrV01oFcjJdLHCF9MWhr', '12A83CWwFiyXy90ScLWPIe']"
138,Softly,Clairo,2019-08-02,False,spotify:track:4PvbbMYL4fkToni5BLaYRb,66,Sindri,https://open.spotify.com/track/4PvbbMYL4fkToni5BLaYRb,3l0CmX0FuQjFxr8SK7Vqag
139,Let Down,Radiohead,1997-05-28,False,spotify:track:2fuYa3Lx06QQJAm0MjztKr,65,Paula,https://open.spotify.com/track/2fuYa3Lx06QQJAm0MjztKr,4Z8W4fKeB5YxbusRsdQVPb
140,Hits 2021 - Mashup,"['Trinix Remix', 'Trinix']",2022-01-21,False,spotify:track:1R8bpZGAVUxeygsKfHnInQ,65,Belén,https://open.spotify.com/track/1R8bpZGAVUxeygsKfHnInQ,"['0RvjLz7klSc5lNgxX7EiVZ', '3HqP3nd8WI0VfHRhApPlan']"
141,Dancing Feet (feat. DNCE),"['Kygo', 'DNCE']",2022-02-25,False,spotify:track:4RAR8g8fZNB106ezUurnE0,73,Belén,https://open.spotify.com/track/4RAR8g8fZNB106ezUurnE0,"['23fqKkggKUBHNkbKtXEls4', '6T5tfhQCknKG4UnH90qGnz']"
142,Last Nite,The Strokes,2001-07-30,False,spotify:track:7kzKAuUzOITUauHAhoMoxA,72,Paula,https://open.spotify.com/track/7kzKAuUzOITUauHAhoMoxA,0epOFNiUfyON9EYx7Tpr6V
143,Bookmarks,Dylan Owen,2012-01-22,True,spotify:track:573svhyphxfeVf3T2cQQ2f,36,Jorge,https://open.spotify.com/track/573svhyphxfeVf3T2cQQ2f,3tBtdC4EFE4bNqkt7JP0Co
144,In the Corner,"['Dylan Owen', 'Kinetics']",2022-04-01,True,spotify:track:2v6JnkxXTwgSxAzlNbhU5G,35,Jorge,https://open.spotify.com/track/2v6JnkxXTwgSxAzlNbhU5G,"['3tBtdC4EFE4bNqkt7JP0Co', '6uKWjYpnMv3gPCurlJTFVS']"
145,The Book Report,Dylan Owen,2010-07-03,False,spotify:track:5h5kOn4GYszhq2J8E5tqbu,28,Jorge,https://open.spotify.com/track/5h5kOn4GYszhq2J8E5tqbu,3tBtdC4EFE4bNqkt7JP0Co
146,Old Armor,Dylan Owen,2010-07-03,True,spotify:track:16gUdaZ3ISeD1Vz4P20dgO,26,Jorge,https://open.spotify.com/track/16gUdaZ3ISeD1Vz4P20dgO,3tBtdC4EFE4bNqkt7JP0Co
147,"Nicki Nicole: Bzrp Music Sessions, Vol. 13","['Bizarrap', 'Nicki Nicole']",2019-08-14,False,spotify:track:2S93hylQBYLndMnaJuso8S,70,Sindri,https://open.spotify.com/track/2S93hylQBYLndMnaJuso8S,"['716NhGYqD1jl2wI1Qkgq36', '2UZIAOlrnyZmyzt1nuXr9y']"
148,"Quevedo: Bzrp Music Sessions, Vol. 52","['Bizarrap', 'Quevedo']",2022-07-06,False,spotify:track:2tTmW7RDtMQtBk7m2rYeSw,94,Sindri,https://open.spotify.com/track/2tTmW7RDtMQtBk7m2rYeSw,"['716NhGYqD1jl2wI1Qkgq36', '52iwsT98xCoGgiGntTiR7K']"
149,CAMALEÓN,Belén Aguilera,2021-11-05,False,spotify:track:5H1LLTRLRw59GZh6Xd5lGe,47,Belén,https://open.spotify.com/track/5H1LLTRLRw59GZh6Xd5lGe,5fmYDIdgEkSgLdL6esxgfp
150,Bum Bum Tam Tam,"['MC Fioti', 'Future', 'J Balvin', 'Stefflon Don', 'Juan Magán']",2017-12-15,True,spotify:track:6k2900NjJeVqZM55G3Danu,68,Ana S,https://open.spotify.com/track/6k2900NjJeVqZM55G3Danu,"['2W6kbe0nm96COrHzNmfLLd', '1RyvyyTE3xzB2ZywiAwp0i', '1vyhD5VmyZ7KMfW5gqLgo5', '2ExGrw6XpbtUAJHTLtUXUD', '1ackd5XprZEkH3McKbQD51']"
151,Linda,"['Tokischa', 'ROSALÍA']",2021-09-01,True,spotify:track:1ahCrpeTt94LL7y1aXw0Y8,70,Ana S,https://open.spotify.com/track/1ahCrpeTt94LL7y1aXw0Y8,"['2p4aN0Uxkk3iT3HK0cJ2cJ', '7ltDVBr6mKbRvohxheJ9h1']"
152,Mama,My Chemical Romance,2006-10-23,True,spotify:track:0Zh3tKIphLOvQux4dA6PFZ,66,Miriam,https://open.spotify.com/track/0Zh3tKIphLOvQux4dA6PFZ,7FBcuc1gsnv6Y1nwFtNRCb
153,SAPORE – with Tedua,"['Fedez', 'Tedua']",2021-11-26,True,spotify:track:3QdtpN3K8s2aDsX6o10KZK,4,Belén,https://open.spotify.com/track/3QdtpN3K8s2aDsX6o10KZK,"['3pgCLfNbw5ozIfoNsvDU7i', '1AgAVqo74e2q4FVvg0xpT7']"
154,Pa' Llamar Tu Atención (feat. MC Bin Laden),"['C. Tangana', 'MC Bin Laden']",2019-01-24,False,spotify:track:2vEY3cNwXYxIG4fPAoN14q,55,Ana S,https://open.spotify.com/track/2vEY3cNwXYxIG4fPAoN14q,"['5TYxZTjIPqKM8K8NuP9woO', '2PC0CLpUsoEQPNIZKg2ZX0']"
155,The Adults Are Talking,The Strokes,2020-04-10,False,spotify:track:5ruzrDWcT0vuJIOMW7gMnW,77,Paula,https://open.spotify.com/track/5ruzrDWcT0vuJIOMW7gMnW,0epOFNiUfyON9EYx7Tpr6V
156,"Zaramay: Bzrp Music Sessions, Vol. 31","['Bizarrap', 'ZARAMAY']",2020-07-01,False,spotify:track:2PKb7tFxkwMoS7Y6muOTAR,62,Sindri,https://open.spotify.com/track/2PKb7tFxkwMoS7Y6muOTAR,"['716NhGYqD1jl2wI1Qkgq36', '3wsYquQ9CiMlYG54BUR2ff']"
157,LA COMBI VERSACE,"['ROSALÍA', 'Tokischa']",2022-03-18,False,spotify:track:5gCNf9wMVrYuM2fvfgLTlF,69,Ana S,https://open.spotify.com/track/5gCNf9wMVrYuM2fvfgLTlF,"['7ltDVBr6mKbRvohxheJ9h1', '2p4aN0Uxkk3iT3HK0cJ2cJ']"
158,Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off,Panic! At The Disco,2005-09-27,True,spotify:track:5eB7w8UZJKjL5XmnC6Pctg,62,Miriam,https://open.spotify.com/track/5eB7w8UZJKjL5XmnC6Pctg,20JZFwl6HVl6yg8a4H3ZqK
159,Overpass Graffiti,Ed Sheeran,2021-10-29,False,spotify:track:4btFHqumCO31GksfuBLLv3,75,Belén,https://open.spotify.com/track/4btFHqumCO31GksfuBLLv3,6eUKZXaKkcviH0Ku9w2n3V
160,Cold Heart - PNAU Remix,"['Elton John', 'Dua Lipa', 'PNAU']",2021-08-13,False,spotify:track:6zSpb8dQRaw0M1dK8PBwQz,85,Belén,https://open.spotify.com/track/6zSpb8dQRaw0M1dK8PBwQz,"['3PhoLpVuITZKcymswpck5b', '6M2wZ9GZgrQXHCFfjv46we', '6n28c9qs9hNGriNa72b26u']"
161,Space (feat. EDEN),"['ATO', 'EDEN']",2014,True,spotify:track:4WKvjz6okrWIN9Xl730TTe,42,Jorge,https://open.spotify.com/track/4WKvjz6okrWIN9Xl730TTe,"['4KoNbDwbCK9D04dSmYG93E', '1t20wYnTiAT0Bs7H1hv9Wt']"
162,Me Encanta(s),"['Hens', 'Walls']",2021-05-21,False,spotify:track:3S1lg0ytmvtPRV4qv4iWL4,56,Belén,https://open.spotify.com/track/3S1lg0ytmvtPRV4qv4iWL4,"['3iY9PS7LxPnCVcCP7BjJOK', '6tvDaHOPNWfkc9Q8IghqSR']"
163,Dos Días al Mes,"['Hens', 'Delgao']",2021-05-21,False,spotify:track:4Ws1SBzrc8MgbtxVyXFfyP,58,Belén,https://open.spotify.com/track/4Ws1SBzrc8MgbtxVyXFfyP,"['3iY9PS7LxPnCVcCP7BjJOK', '2V10Oq2sAheIVDSeW9QyFN']"
164,Tokyo,Jhayco,2021-09-03,False,spotify:track:1gYipuSzUpI6BENbGrgeid,65,Belén,https://open.spotify.com/track/1gYipuSzUpI6BENbGrgeid,6nVcHLIgY5pE2YCl8ubca1
165,I Want It That Way,Backstreet Boys,1999-05-18,False,spotify:track:47BBI51FKFwOMlIiX6m8ya,80,Belén,https://open.spotify.com/track/47BBI51FKFwOMlIiX6m8ya,5rSXSAkZ67PYJSvpUpkOr7
166,Pumped Up Kicks,Foster The People,2011-05-23,False,spotify:track:7w87IxuO7BDcJ3YUqCyMTT,81,Paula,https://open.spotify.com/track/7w87IxuO7BDcJ3YUqCyMTT,7gP3bB2nilZXLfPHJhMdvc
167,Sweater Weather,The Neighbourhood,2013-04-19,False,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,90,Paula,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6,77SW9BnxLY8rJ0RciFqkHh
168,Blue World,Mac Miller,2020-01-17,True,spotify:track:2hwOoMtWPtTSSn6WHV7Vp5,73,Jorge,https://open.spotify.com/track/2hwOoMtWPtTSSn6WHV7Vp5,4LLpKhyESsyAXpc4laK94U
169,La Última Generación,"['ANTIFAN', 'C. Tangana']",2019-04-26,True,spotify:track:5C0VcNG8DEO7vVlV3DprlK,22,Ana S,https://open.spotify.com/track/5C0VcNG8DEO7vVlV3DprlK,"['2UenZFehQbTQiiVlU9Sv35', '5TYxZTjIPqKM8K8NuP9woO']"
170,PUEDES CONTAR CONMIGO,"['María Escarmiento', 'BLNCO', 'detunedfreq']",2022-10-28,False,spotify:track:1uQ6NWzUWB7tMIAvXZ104N,61,Ana S,https://open.spotify.com/track/1uQ6NWzUWB7tMIAvXZ104N,"['7sRtI3bMrrgSFkNs2jFHrl', '0uyyPsii9AYIF6eu60pS4p', '3Arhn0WJKerUnT3OXU705K']"
171,Restless,Kakkmaddafakka,2011-02-25,False,spotify:track:5QBVRETMnR1sKyrQAMypDu,57,Ana S,https://open.spotify.com/track/5QBVRETMnR1sKyrQAMypDu,4HV7yKF3SRpY6I0gxu7hm9
172,Pilvee & Pilluu,"['Ro$vosheriffi', 'Mari Johanna', 'Julma Henri']",2017-04-30,True,spotify:track:3RcppPp04oBbeN4q4K5M34,7,Ana S,https://open.spotify.com/track/3RcppPp04oBbeN4q4K5M34,"['6ouy9p8nrPSrfXF7Xj95AL', '6DuYuCr5tT6QMfDVjjivcj', '3Ua7hkwc1gdzoUBx0fdt8o']"
173,Burguesa Arruinada,Samantha Hudson,2019-04-05,True,spotify:track:2Q4EYySJXyEHoogG1EgsJ7,24,Ana S,https://open.spotify.com/track/2Q4EYySJXyEHoogG1EgsJ7,3CsPDmTON8MWK0YXmaru92
174,El Himno Títular,Carolina Durante,2018-06-25,False,spotify:track:7xvRry7lAc8TezVakru6Ga,31,Ana S,https://open.spotify.com/track/7xvRry7lAc8TezVakru6Ga,2BVE7Pqd8kxv9xEsuvoJoE
175,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)","['Kali Uchis', 'Tyler, The Creator', 'Bootsy Collins']",2018-04-06,False,spotify:track:1otG6j1WHNvl9WgXLWkHTo,77,Ana S,https://open.spotify.com/track/1otG6j1WHNvl9WgXLWkHTo,"['1U1el3k54VvEUzo3ybLPlM', '4V8LLVI7PbaPR0K2TGSxFF', '5K0rbdBrs2tNXe5LeWMATT']"
176,Fahr mit mir (4x4) (feat. Tokio Hotel),"['Kraftklub', 'Tokio Hotel']",2022-09-22,False,spotify:track:5443vprqDLYYwDUyBLkU9H,57,Lin,https://open.spotify.com/track/5443vprqDLYYwDUyBLkU9H,"['0MZ55DwuMQ1B2TXq9lcrE4', '46aNfN89JrOQTCy97GoCHa']"
177,White Lies,"['VIZE', 'Tokio Hotel']",2021-01-15,False,spotify:track:2QuQkdLLzgktXwruPAz6f4,56,Lin,https://open.spotify.com/track/2QuQkdLLzgktXwruPAz6f4,"['09agIJMxCD2k87ys9Al0f0', '46aNfN89JrOQTCy97GoCHa']"
178,Monsoon,Tokio Hotel,2007-01-01,False,spotify:track:32Ky5QCRtwYJJXuLwoGufj,53,Lin,https://open.spotify.com/track/32Ky5QCRtwYJJXuLwoGufj,46aNfN89JrOQTCy97GoCHa
179,Durch den Monsun - Radio Mix,Tokio Hotel,2006-01-01,False,spotify:track:41YOS7VuxHEEwYHLfa7VWM,51,Lin,https://open.spotify.com/track/41YOS7VuxHEEwYHLfa7VWM,46aNfN89JrOQTCy97GoCHa
180,Love Who Loves You Back,Tokio Hotel,2014-10-03,False,spotify:track:1pGQZYCKWFsadznuK8YkcZ,45,Lin,https://open.spotify.com/track/1pGQZYCKWFsadznuK8YkcZ,46aNfN89JrOQTCy97GoCHa
181,NEW MAGIC WAND,"Tyler, The Creator",2019-05-17,True,spotify:track:0fv2KH6hac06J86hBUTcSf,81,Ana S,https://open.spotify.com/track/0fv2KH6hac06J86hBUTcSf,4V8LLVI7PbaPR0K2TGSxFF
182,Baila el Chiki Chiki,"['Rodolfo Chikilicuatre', 'Tata Golosa']",2017-01-13,False,spotify:track:7wUKRQMHG0fI3DBzi6Tp29,28,Lin,https://open.spotify.com/track/7wUKRQMHG0fI3DBzi6Tp29,"['3tEqAdHqv4pjHgS3jeXfr2', '2s6kgfP6jgbor920LrlY7K']"
183,EARFQUAKE,"Tyler, The Creator",2019-05-17,True,spotify:track:5hVghJ4KaYES3BFUATCYn0,79,Ana S,https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0,4V8LLVI7PbaPR0K2TGSxFF
184,Who Dat Boy (feat. A$AP Rocky),"['Tyler, The Creator', 'A$AP Rocky']",2017-07-21,True,spotify:track:21yRtB6B8EMounImAfHRCP,66,Ana S,https://open.spotify.com/track/21yRtB6B8EMounImAfHRCP,"['4V8LLVI7PbaPR0K2TGSxFF', '13ubrt8QOOCPljQ2FL1Kca']"
185,Gimme Chocolate!!,BABYMETAL,2015-05-29,False,spotify:track:6DJ6Va1jpFcErKtQi7BAJv,54,Lin,https://open.spotify.com/track/6DJ6Va1jpFcErKtQi7BAJv,630wzNP2OL7fl4Xl0GnMWq
186,Monochrome,BABYMETAL,2022-11-17,False,spotify:track:2Rw6wkd0q3LXx5xsdjLs1P,58,Lin,https://open.spotify.com/track/2Rw6wkd0q3LXx5xsdjLs1P,630wzNP2OL7fl4Xl0GnMWq
187,BxMxC,BABYMETAL,2020-10-09,False,spotify:track:2HEM4wcGP2nFT1Z2i6jtvo,57,Lin,https://open.spotify.com/track/2HEM4wcGP2nFT1Z2i6jtvo,630wzNP2OL7fl4Xl0GnMWq
188,Divine Attack - Shingeki -,BABYMETAL,2022-10-20,False,spotify:track:0uOtodY9htazL9wojWhKhQ,55,Lin,https://open.spotify.com/track/0uOtodY9htazL9wojWhKhQ,630wzNP2OL7fl4Xl0GnMWq
189,Head Bangeeeeerrrrr!!!!!,BABYMETAL,2015-05-29,False,spotify:track:6K8XYc5aDwaHevNifv8K3F,50,Lin,https://open.spotify.com/track/6K8XYc5aDwaHevNifv8K3F,630wzNP2OL7fl4Xl0GnMWq
190,Peanut Butter (feat. Big Freedia),"['RuPaul', 'Big Freedia']",2012-06-05,False,spotify:track:3Y3K9KOHuH3ZXsNNI2AibB,39,Ana S,https://open.spotify.com/track/3Y3K9KOHuH3ZXsNNI2AibB,"['2SdOKxC1sSxEyv8JYERaNe', '2gyv1akuIB9fQvXoGSPaJr']"
191,The Fox (What Does the Fox Say?),Ylvis,2013-09-02,False,spotify:track:5HOpkTTVcmZHnthgyxrIL8,63,Lin,https://open.spotify.com/track/5HOpkTTVcmZHnthgyxrIL8,2lEOFtf3cCyzomQcMHJGfZ
192,Give That Wolf A Banana,Subwoolfer,2022-01-10,False,spotify:track:50Cf2eYv8zT3v2HAkwhIiL,59,Lin,https://open.spotify.com/track/50Cf2eYv8zT3v2HAkwhIiL,633Va8wlM3hrqQ4xjqRfOf
193,The Realness (feat. Eric Kupper),"['RuPaul', 'Eric Kupper']",2015-03-02,False,spotify:track:1oSUTFfnEwftOTRxpLKWOY,44,Ana S,https://open.spotify.com/track/1oSUTFfnEwftOTRxpLKWOY,"['2SdOKxC1sSxEyv8JYERaNe', '2ATkDceAaeLUkxPnJPHGkz']"
194,Sandstorm,Darude,2001-01-01,False,spotify:track:6Sy9BUbgFse0n0LPA5lwy5,69,Lin,https://open.spotify.com/track/6Sy9BUbgFse0n0LPA5lwy5,0LhHRmSd1EYM5QdNeNnCoQ
195,Popcorn,Crazy Frog,2005-08-01,False,spotify:track:0jQ4Nb9ylfUheLP9EOpOFk,55,Lin,https://open.spotify.com/track/0jQ4Nb9ylfUheLP9EOpOFk,4J3wzDMI97AlGimdiVcaLb
196,Axel F,Crazy Frog,2005-08-01,False,spotify:track:0Bo5fjMtTfCD8vHGebivqc,68,Lin,https://open.spotify.com/track/0Bo5fjMtTfCD8vHGebivqc,4J3wzDMI97AlGimdiVcaLb
197,Tricky,Crazy Frog,2021-12-10,False,spotify:track:1gy1GWzJrxIjrUTMEu3sQx,57,Lin,https://open.spotify.com/track/1gy1GWzJrxIjrUTMEu3sQx,4J3wzDMI97AlGimdiVcaLb
198,I Like to Move It,Crazy Frog,2005-08-01,False,spotify:track:3heDtYcDUp5y2ykqjoChTj,54,Lin,https://open.spotify.com/track/3heDtYcDUp5y2ykqjoChTj,4J3wzDMI97AlGimdiVcaLb
199,How Do You Do ?,Crazy Frog,2009-12-11,False,spotify:track:1844zQJGeNx60U1uXauYJ1,50,Lin,https://open.spotify.com/track/1844zQJGeNx60U1uXauYJ1,4J3wzDMI97AlGimdiVcaLb
200,I Like To Move It,Madagascar 5,2010-10-29,False,spotify:track:7gZvmf49E6m0vrXMHcC6b3,53,Lin,https://open.spotify.com/track/7gZvmf49E6m0vrXMHcC6b3,5xbwP7qJPN1fm75oONoPE4
201,Somebody That I Used To Know,"['Gotye', 'Kimbra']",2011-01-01,False,spotify:track:1qDrWA6lyx8cLECdZE7TV7,78,Lin,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7,"['2AsusXITU8P25dlRNhcAbG', '6hk7Yq1DU9QcCCrz9uc0Ti']"
202,Runaway,AURORA,2016-03-11,False,spotify:track:1v1oIWf2Xgh54kIWuKsDf6,77,Sindri,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6,1WgXqy2Dd70QQOU7Ay074N
203,Running With The Wolves,AURORA,2016-03-11,False,spotify:track:6r6n5OmXkdsOxN2iCj5UE0,62,Sindri,https://open.spotify.com/track/6r6n5OmXkdsOxN2iCj5UE0,1WgXqy2Dd70QQOU7Ay074N
204,All Star,Smash Mouth,1999-06-08,False,spotify:track:3cfOd4CMv2snFaKAnMdnvK,77,Lin,https://open.spotify.com/track/3cfOd4CMv2snFaKAnMdnvK,2iEvnFsWxR0Syqu2JNopAd
205,"The Best of Both Worlds - From ""Hannah Montana""/Soundtrack Version",Hannah Montana,2006-01-01,False,spotify:track:6Z0F3Mqj7tq1CBZo5qMlUg,62,Lin,https://open.spotify.com/track/6Z0F3Mqj7tq1CBZo5qMlUg,7nU4hB040gTmHm45YYMvqc
206,Hollaback Girl,Gwen Stefani,2004-10-27,True,spotify:track:6RcQOut9fWL6FSqeIr5M1r,0,Ana S,https://open.spotify.com/track/6RcQOut9fWL6FSqeIr5M1r,4yiQZ8tQPux8cPriYMWUFP
207,"Snow Tha Product: Bzrp Music Sessions, Vol. 39","['Bizarrap', 'Snow Tha Product']",2021-04-28,True,spotify:track:5hpOBmnNc1mahkYGmte4NI,71,Sindri,https://open.spotify.com/track/5hpOBmnNc1mahkYGmte4NI,"['716NhGYqD1jl2wI1Qkgq36', '3p3jPcp8b7WL9XYj4xlsWj']"
208,"Nathy Peluso: Bzrp Music Sessions, Vol. 36","['Bizarrap', 'NATHY PELUSO']",2020-11-27,False,spotify:track:78SeXVRJ7KCqVmOwTiFjnI,72,Sindri,https://open.spotify.com/track/78SeXVRJ7KCqVmOwTiFjnI,"['716NhGYqD1jl2wI1Qkgq36', '3VHAySZQPlfGlNLslzXYpN']"
209,"Shakira: Bzrp Music Sessions, Vol. 53","['Bizarrap', 'Shakira']",2023-01-11,False,spotify:track:4nrPB8O7Y7wsOCJdgXkthe,98,Sindri,https://open.spotify.com/track/4nrPB8O7Y7wsOCJdgXkthe,"['716NhGYqD1jl2wI1Qkgq36', '0EmeFodog0BfCgMzAIvKQp']"
210,"Villano Antillano: Bzrp Music Sessions, Vol. 51","['Bizarrap', 'Villano Antillano']",2022-06-08,True,spotify:track:4hceSKjrkDTO0nMKFcb3sj,79,Sindri,https://open.spotify.com/track/4hceSKjrkDTO0nMKFcb3sj,"['716NhGYqD1jl2wI1Qkgq36', '1pi7nGhOM7PTHR5YEgXVGq']"
211,3 Estrellas en el Conjunto,"['Bizarrap', 'Duki', 'La T y La M']",2022-12-31,False,spotify:track:0aOt8nmb5ddTNGE0t7XfvE,72,Ana S,https://open.spotify.com/track/0aOt8nmb5ddTNGE0t7XfvE,"['716NhGYqD1jl2wI1Qkgq36', '1bAftSH8umNcGZ0uyV7LMg', '1FxPMQ9A0882eNDx3ZkD6B']"
